Specimen,Subset,Statistic,Count,Total_Cells
Specimen_005_CP49 NP10 GFP-1_002.fcs,"Specimen_005_CP49 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",5.06,211.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,"Specimen_005_CP49 NP10 GFP-1_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",2.9,580.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,"Specimen_005_CP49 NP10 GFP-1_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.75,350.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,"Specimen_005_CP49 NP10 GFP-1_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",44.7,8933.0,20000
Specimen_005_CP49 NP10 GFP-1_002.fcs,"Specimen_005_CP49 NP10 GFP-1_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",50.7,10137.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,Specimen_005_CP49 NP10 GFP_001.fcs/Comp-Pacific Blue-A subset,53.3,10670.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,Specimen_005_CP49 NP10 GFP_001.fcs/Lymphocytes,53.6,10720.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,Specimen_005_CP49 NP10 GFP_001.fcs/Lymphocytes/Single Cells,79.6,8528.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,"Specimen_005_CP49 NP10 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",47.9,4083.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,Mean : Comp-FITC-A = 157.195465088,157.0,,20000
Specimen_005_CP49 NP10 GFP_001.fcs,"Specimen_005_CP49 NP10 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",4.97,203.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,"Specimen_005_CP49 NP10 GFP_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",2.94,588.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,"Specimen_005_CP49 NP10 GFP_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.95,390.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,"Specimen_005_CP49 NP10 GFP_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",43.7,8734.0,20000
Specimen_005_CP49 NP10 GFP_001.fcs,"Specimen_005_CP49 NP10 GFP_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",51.4,10288.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,Specimen_005_CP49 PBA26 NP4 GFP.fcs/Comp-Pacific Blue-A subset,81.7,16347.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,Specimen_005_CP49 PBA26 NP4 GFP.fcs/Lymphocytes,82.0,16391.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,Specimen_005_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells,66.0,10817.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,"Specimen_005_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",82.8,8960.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,Mean : Comp-FITC-A = 1369.972412109,1370.0,,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,"Specimen_005_CP49 PBA26 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",78.1,6998.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,"Specimen_005_CP49 PBA26 NP4 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",61.9,12375.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,"Specimen_005_CP49 PBA26 NP4 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.19,237.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,"Specimen_005_CP49 PBA26 NP4 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",16.6,3325.0,20000
Specimen_005_CP49 PBA26 NP4 GFP.fcs,"Specimen_005_CP49 PBA26 NP4 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",20.3,4063.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,Specimen_005_CP49 PBA26 NP6 GFP.fcs/Comp-Pacific Blue-A subset,80.2,16047.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,Specimen_005_CP49 PBA26 NP6 GFP.fcs/Lymphocytes,83.6,16715.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,Specimen_005_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells,65.9,11017.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,"Specimen_005_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",80.1,8821.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,Mean : Comp-FITC-A = 1926.674072266,1927.0,,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,"Specimen_005_CP49 PBA26 NP6 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",86.7,7652.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,"Specimen_005_CP49 PBA26 NP6 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",66.8,13368.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,"Specimen_005_CP49 PBA26 NP6 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.32,264.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,"Specimen_005_CP49 PBA26 NP6 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",17.9,3587.0,20000
Specimen_005_CP49 PBA26 NP6 GFP.fcs,"Specimen_005_CP49 PBA26 NP6 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",13.9,2781.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Comp-Pacific Blue-A subset,65.3,13063.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Lymphocytes,68.6,13716.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells,67.2,9212.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",62.8,5787.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,Mean : Comp-FITC-A = 261.243835449,261.0,,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",12.2,708.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",10.1,2021.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.37,274.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",32.4,6472.0,20000
Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs,"Specimen_005_CP49 PBA26 NP10 GFP-1_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",56.2,11233.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Comp-Pacific Blue-A subset,77.6,15516.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Lymphocytes,81.4,16286.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Lymphocytes/Single Cells,67.3,10966.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,"Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",79.4,8711.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,Mean : Comp-FITC-A = 1915.774902344,1916.0,,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,"Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",87.5,7621.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,"Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",64.8,12968.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,"Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.28,256.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,"Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",20.8,4151.0,20000
Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs,"Specimen_005_CP49 PBA26 Np6 GFP-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",13.1,2625.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Comp-Pacific Blue-A subset,84.9,16970.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Lymphocytes,82.7,16546.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Lymphocytes/Single Cells,64.5,10665.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",84.2,8981.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,Mean : Comp-FITC-A = 1303.497192383,1303.0,,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",77.5,6960.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",63.8,12770.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.81,163.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",13.7,2737.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",21.6,4330.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Comp-Pacific Blue-A subset,85.2,17041.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Lymphocytes,82.7,16536.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Lymphocytes/Single Cells,63.9,10560.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",84.5,8918.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,Mean : Comp-FITC-A = 1312.433837891,1312.0,,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",77.4,6901.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",64.1,12813.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.88,176.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",13.4,2684.0,20000
Specimen_005_CP49 PBA31 NP6 GFP 1.fcs,"Specimen_005_CP49 PBA31 NP6 GFP 1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",21.6,4327.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Comp-Pacific Blue-A subset,87.6,17522.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Lymphocytes,77.2,15440.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells,60.3,9308.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",84.8,7893.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,Mean : Comp-FITC-A = 2062.903808594,2063.0,,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",85.8,6769.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",68.7,13743.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.12,224.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",10.8,2166.0,20000
Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP-1_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",19.3,3867.0,20000
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Comp-Pacific Blue-A subset,87.6,17545.0,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Lymphocytes,77.5,15523.0,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Lymphocytes/Single Cells,59.9,9292.0,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",84.9,7892.0,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,Mean : Comp-FITC-A = 2051.013183594,2051.0,,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",85.5,6744.0,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",68.8,13778.0,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.04,209.0,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",11.0,2209.0,20038
Specimen_005_CP49PBA31 NP4 GFP_001.fcs,"Specimen_005_CP49PBA31 NP4 GFP_001.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",19.2,3842.0,20038
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Comp-Pacific Blue-A subset,67.9,13584.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Lymphocytes,76.5,15301.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells,70.0,10708.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",64.4,6901.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,Mean : Comp-FITC-A = 284.116027832,284.0,,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",13.4,926.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",10.2,2032.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.55,111.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",31.0,6198.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_002.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",58.3,11666.0,20007
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Comp-Pacific Blue-A subset,67.2,13440.0,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Lymphocytes,76.2,15236.0,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells,70.1,10679.0,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",63.7,6801.0,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,Mean : Comp-FITC-A = 275.996063232,276.0,,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",13.2,898.0,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",9.82,1964.0,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",0.47,95.0,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",31.7,6334.0,20000
Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs,"Specimen_005_CP49PBA31 NP10 GFP-1_003.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",58.0,11607.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,Specimen_005_CP49PBA45 NP4 GFP.fcs/Comp-Pacific Blue-A subset,86.7,17340.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,Specimen_005_CP49PBA45 NP4 GFP.fcs/Lymphocytes,84.2,16831.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,Specimen_005_CP49PBA45 NP4 GFP.fcs/Lymphocytes/Single Cells,66.4,11180.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,"Specimen_005_CP49PBA45 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",86.9,9718.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,Mean : Comp-FITC-A = 2064.419677734,2064.0,,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,"Specimen_005_CP49PBA45 NP4 GFP.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",89.3,8683.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,"Specimen_005_CP49PBA45 NP4 GFP.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",72.2,14437.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,"Specimen_005_CP49PBA45 NP4 GFP.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.04,209.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,"Specimen_005_CP49PBA45 NP4 GFP.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",11.9,2382.0,20000
Specimen_005_CP49PBA45 NP4 GFP.fcs,"Specimen_005_CP49PBA45 NP4 GFP.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",14.9,2972.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Comp-Pacific Blue-A subset,82.4,16487.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Lymphocytes,85.0,17000.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Lymphocytes/Single Cells,67.6,11485.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,"Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",83.6,9604.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,Mean : Comp-FITC-A = 1592.176025391,1592.0,,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,"Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",89.9,8633.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,"Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",71.2,14250.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,"Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.11,223.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,"Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",16.1,3210.0,20000
Specimen_005_CP49PBA45 NP6 GFP-1.fcs,"Specimen_005_CP49PBA45 NP6 GFP-1.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",11.6,2317.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Comp-Pacific Blue-A subset,82.1,16429.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Lymphocytes,85.1,17025.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Lymphocytes/Single Cells,67.7,11520.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset",83.3,9594.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,Mean : Comp-FITC-A = 1615.190185547,1615.0,,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Lymphocytes/Single Cells/Comp-Pacific Blue-A, FSC-A subset/Comp-FITC-A, FSC-A subset",90.0,8635.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Q1: Comp-Pacific Blue-A- , Comp-FITC-A+",71.2,14240.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Q2: Comp-Pacific Blue-A+ , Comp-FITC-A+",1.2,240.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Q3: Comp-Pacific Blue-A+ , Comp-FITC-A-",16.3,3265.0,20000
Specimen_005_CP49PBA45 NP6 GFP_0011.fcs,"Specimen_005_CP49PBA45 NP6 GFP_0011.fcs/Q4: Comp-Pacific Blue-A- , Comp-FITC-A-",11.3,2255.0,20000
